"[13101112726A]등급별","등급별","[13101112726B]도매시장별","도매시장별","[Item]항목","항목","단위","2016. 04 월","2016. 03 월","2016. 02 월","2016. 01 월","2015. 12 월","2015. 11 월","2015. 10 월","2015. 09 월","2015. 08 월","2015. 07 월","2015. 06 월","2015. 05 월","2015. 04 월","2015. 03 월","2015. 02 월","2015. 01 월","2014. 12 월","2014. 11 월","2014. 10 월","2014. 09 월","2014. 08 월","2014. 07 월","2014. 06 월","2014. 05 월","2014. 04 월","2014. 03 월","2014. 02 월","2014. 01 월","2013. 12 월","2013. 11 월","2013. 10 월","2013. 09 월","2013. 08 월","2013. 07 월","2013. 06 월","2013. 05 월","2013. 04 월","2013. 03 월","2013. 02 월","2013. 01 월","2012. 12 월","2012. 11 월","2012. 10 월","2012. 09 월","2012. 08 월","2012. 07 월","2012. 06 월","2012. 05 월","2012. 04 월","2012. 03 월","2012. 02 월","2012. 01 월","2011. 12 월","2011. 11 월","2011. 10 월","2011. 09 월","2011. 08 월","2011. 07 월","2011. 06 월","2011. 05 월","2011. 04 월","2011. 03 월","2011. 02 월","2011. 01 월",
"13102112726A.011","2B","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6169","6234",
"13102112726A.011","2B","13102112726B.003","(주)협진","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.011","2B","13102112726B.003","(주)협진","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.011","2B","13102112726B.004","협신식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","19","23","16","15","30","28","52","101","71","25","18","10","31","20","66","75","60","71","54","48","56","29","19","10","121","124","103","89","91",
"13102112726A.011","2B","13102112726B.004","협신식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4642","4130","3795","2836","2951","2316","2932","3551","2685","3023","3605","4397","5038","4911","4257","4191","4215","4075","6072","5740","4213","5224","6561","6601","7555","7338","5997","6786","6890","7220",
"13102112726A.011","2B","13102112726B.005","동원산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.011","2B","13102112726B.005","동원산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.011","2B","13102112726B.006","부경축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255","159","88","112","185","183","191","270","238","","85","98","122","83","67","97","61","57","59","62","98","59","37","13","8","134","137","141","77","244",
"13102112726A.011","2B","13102112726B.006","부경축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4362","3385","3398","2750","2801","2813","3471","3481","2830","","4356","4470","4741","4759","3979","4331","4305","4745","6193","5389","4154","5394","6319","6203","7480","7184","5796","6449","5722","5943",
"13102112726A.011","2B","13102112726B.007","신흥산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","16","13","10","14","35","16","30","34","32","5","11","7","17","12","11","19","36","27","33","38","35","23","34","43","86","64","122","123","293",
"13102112726A.011","2B","13102112726B.007","신흥산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3996","3083","3139","2654","2564","2583","2835","3253","2684","3181","3782","4013","4146","4278","3700","4054","3837","4234","5589","5208","3964","4380","5347","6014","7004","6805","5712","6350","5619","5631",
"13102112726A.011","2B","13102112726B.008","삼성식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","13","7","11","7","7","8","16","8","43","7","7","1","2","5","4","9","41","38","20","23","42","34","18","17","42","53","54","78","57",
"13102112726A.011","2B","13102112726B.008","삼성식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2396","3654","2422","2276","2669","2899","3109","2814","2699","3371","3611","","","","4053","3891","3999","6507","5770","4394","5466","5682","7889","7445","7056","5882","6448","6622","6819",
"13102112726A.011","2B","13102112726B.009","삼호축산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","21","26","15","25","29","24","21","23","24","9","13","20","13","10","2","0","3","18","11","7","4","0","6","7","39","21","48","23","79",
"13102112726A.011","2B","13102112726B.009","삼호축산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3966","3522","3559","2837","2872","2738","3265","3521","2692","3392","3779","4143","4209","5000","4035","4200","","4442","5784","4803","4252","4620","","6189","7194","6804","5814","6271","5849","5310",
"13102112726A.011","2B","13102112726B.010","장원식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"13102112726A.011","2B","13102112726B.010","장원식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.011","2B","13102112726B.011","제주축협","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61","75","79","84","42","77","69","59","66","69","78","67","56","42","43","20","33","14","11","18","20","36","40","18","17","163","158","176","152","327",
"13102112726A.011","2B","13102112726B.011","제주축협","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5450","4451","4040","3138","3496","3741","3701","4138","3913","4773","4814","5188","5602","5364","4468","4723","4256","4221","6279","4922","4449","5526","6021","6514","7432","6926","6214","6526","6082","5992",
"13102112726A.011","2B","13102112726B.012","농협부천","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","44","73","31","23","23","23","18","18","32","28","16","11","19","12","24","22","6","6","0","2","5","1","4","1","2","58","41","57","12","37",
"13102112726A.011","2B","13102112726B.012","농협부천","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3993","3698","3074","2202","2749","2369","2399","3431","2504","2789","3265","3998","3719","4590","3470","3852","3900","4728","","6476","3698","4000","5819","","7000","6604","5606","6521","7064","6096",
"13102112726A.011","2B","13102112726B.013","농협고령","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","0","0","1","0","0","0","0","1","0","0","0","6","19","17","37","27","31","41","26","26","176","209","307","237","561",
"13102112726A.011","2B","13102112726B.013","농협고령","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3089","","","","","4332","","","","3646","4409","5614","5400","4087","4952","5608","6073","7165","6818","5923","6478","5642","5785",
"13102112726A.011","2B","13102112726B.014","농협나주","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","6","11","11","35","23","4","14","14","23","10","1","5","9","7","38","52","36","59","38","40","24","64","49","40","260","208","245","327","606",
"13102112726A.011","2B","13102112726B.014","농협나주","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3841","3073","3511","2598","2630","2815","2987","3269","2741","3139","4056","3660","4451","4811","4206","4228","4030","4095","5634","5279","4015","5112","5463","5914","7167","6963","5819","6342","5621","5869",
"13102112726A.011","2B","13102112726B.015","김해축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43","89","98","88","87","88","51","113","115","185","50","47","45","23","20","20","35","47","50","37","36","30","20","20","13","142","127","153","117","133",
"13102112726A.011","2B","13102112726B.015","김해축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4508","3420","3685","2913","3172","2782","3381","3520","3138","3505","4400","4756","4817","4559","4063","4405","4473","4951","6527","5549","4205","5008","6301","6658","7442","7277","5891","6680","5983","5817",
"13102112726A.011","2B","13102112726B.016","도드람","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","5","9","5","7","9","8","9","13","1","0","0","0","2","0","0","0","0","1","0","3","0","0","2","1","16","45","3","0","35",
"13102112726A.011","2B","13102112726B.016","도드람","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4755","3307","3319","2655","2669","2907","2869","3564","2775","3466","","","","4799","","","","","6499","","3784","","","6667","7401","7063","5674","6320","","5314",
"13102112726A.011","2B","13102112726B.017","익산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","16","17","9","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","1","7","3","1","9","14","20","34","130",
"13102112726A.011","2B","13102112726B.017","익산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4251","3555","3190","2757","","","","2753","3129","","","","","","","","","","","","","4870","6022","5968","6700","6847","5838","6134","6032","6461",
"13102112726A.011","2B","13102112726B.018","농협음성","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","281","397","218","53","41","52","51","59","102","71","28","25","32","50","40","46","44","45","2","8","4","6","9","2","5","79","92","68","","0",
"13102112726A.011","2B","13102112726B.018","농협음성","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4025","3381","3427","2777","2779","2996","2866","3788","2706","2986","3842","4060","4177","4662","4109","4087","4129","4059","5420","5554","4347","4838","5667","5625","7757","6869","5536","6703","","",
"13102112726A.012","2C","13102112726B.001","전체","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46286","49518","48714","51383","54567","58977","46400","53745","55381","54588","48632","42467","38451","36814","32787","38220","35333","35761","34397","36129","36498","39775","38985","30327","29115","9803","10321","11927","8875","18097",
"13102112726A.012","2C","13102112726B.001","전체","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4128","3300","3331","2609","2699","2740","3051","3359","2861","3508","3882","4112","4456","4539","3898","4054","4008","4454","5624","5107","4145","4922","5606","5810","6936","6937","5783","6342","5755","5883",
"13102112726A.012","2C","13102112726B.002","농협서울","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","211","603",
"13102112726A.012","2C","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5984","5823",
"13102112726A.012","2C","13102112726B.003","(주)협진","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.012","2C","13102112726B.003","(주)협진","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.012","2C","13102112726B.004","협신식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3438","4443","4146","4295","4055","4416","3857","4566","4870","3745","3441","3721","2798","2879","3039","3332","3140","2650","2680","2729","2612","1897","2283","1872","1789","486","735","581","330","497",
"13102112726A.012","2C","13102112726B.004","협신식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4166","3492","3549","2902","2743","2734","3155","3663","2689","3084","3992","4357","4982","4566","4086","4186","4255","4410","6009","5300","4305","5132","6064","6462","7679","6818","5378","6444","6493","6930",
"13102112726A.012","2C","13102112726B.005","동원산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.012","2C","13102112726B.005","동원산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.012","2C","13102112726B.006","부경축공","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6424","6680","6224","4957","6178","7354","5891","6239","5484","","6240","6110","5530","4631","4038","5368","4793","4520","4743","4917","5291","5942","5279","5166","4247","1547","1585","1922","781","2196",
"13102112726A.012","2C","13102112726B.006","부경축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4041","3273","3190","2536","2516","2571","3038","3153","2660","","3747","4161","4211","4177","3709","3849","3831","4243","5650","4796","3848","4702","5308","5912","6866","6758","5418","6040","5486","5483",
"13102112726A.012","2C","13102112726B.007","신흥산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2649","2855","2965","3520","3833","3800","2979","3398","3668","3809","3330","2933","2411","2597","1941","2208","2419","2304","2211","2266","2180","2831","2729","2106","2043","603","614","843","706","1640",
"13102112726A.012","2C","13102112726B.007","신흥산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3734","2939","3042","2538","2540","2519","2863","3086","2544","3113","3523","3740","3907","4263","3632","3784","3695","4388","5446","4884","3847","4668","5176","5356","6421","6688","5545","6145","5398","5637",
"13102112726A.012","2C","13102112726B.008","삼성식품","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1386","1984","1664","2281","1888","2224","1947","2234","2156","2124","1562","1712","1567","1532","1423","1695","1461","1512","1579","1674","1422","1365","1292","1025","1377","240","311","449","390","388",
"13102112726A.012","2C","13102112726B.008","삼성식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4320","3232","3462","2613","2606","2669","3097","3379","2738","2902","3765","3825","3994","4907","4108","3887","4346","4306","5988","5283","4598","5377","5935","6150","7296","6698","5314","6189","6460","6413",
"13102112726A.012","2C","13102112726B.009","삼호축산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","435","552","485","452","332","491","523","600","417","702","300","383","464","432","366","405","345","526","551","657","550","546","428","475","599","123","164","303","209","327",
